,target_var,condition_var,condition_val,intervention,prob,prob_std,prop_valid,n_intermediate,prop_d_separating,all_intermediate_vars
35,X89,X70,1,1,0.01021175398491323,0.0013099100788982385,2.0,3.0,1.0,"['X65', 'X0', 'X71']"
36,X8,X83,0,0,0.7601516842842102,0.0,1.0,0.0,0.0,[]
37,X8,X83,0,1,0.7480655610561371,0.01208612322807312,2.0,0.0,0.0,[]
38,X8,X83,1,0,0.786639928817749,0.0,1.0,0.0,0.0,[]
39,X8,X83,1,1,0.7859497964382172,0.0006901323795318604,2.0,0.0,0.0,[]
40,X88,X18,0,0,0.07162169902585447,0.19357286426442397,1.0,9.0,1.0,"['X20', 'X63', 'X67', 'X38', 'X95', 'X64', 'X77', 'X44', 'X53']"
41,X88,X18,0,1,0.07529214723035693,0.20599830114556514,2.0,9.0,1.0,"['X20', 'X63', 'X67', 'X38', 'X95', 'X64', 'X77', 'X44', 'X53']"
42,X88,X18,1,0,0.8354571759700775,0.22088696236840194,1.0,9.0,1.0,"['X20', 'X63', 'X67', 'X38', 'X95', 'X64', 'X77', 'X44', 'X53']"
43,X88,X18,1,1,0.5036368400324136,0.43789865692857605,2.0,7.4,1.0,"['X20', 'X63', 'X67', 'X38', 'X95', 'X64', 'X77', 'X44', 'X53']"
44,X40,X89,0,0,0.4984231096226722,0.49707859294050216,1.0,15.5,1.0,"['X46', 'X97', 'X94', 'X5', 'X47', 'X8', 'X1', 'X65', 'X55', 'X71', 'X34', 'X58', 'X91', 'X12', 'X0', 'X60']"
45,X40,X89,0,1,0.5475806635979097,0.49395286207827843,2.0,15.25,1.0,"['X46', 'X97', 'X94', 'X5', 'X47', 'X8', 'X1', 'X65', 'X55', 'X71', 'X34', 'X58', 'X91', 'X12', 'X0', 'X60']"
46,X40,X89,1,0,0.001866597298067063,0.00010365044661915808,1.0,15.0,1.0,"['X46', 'X97', 'X94', 'X5', 'X47', 'X8', 'X1', 'X65', 'X55', 'X71', 'X34', 'X58', 'X12', 'X0', 'X60']"
47,X40,X89,1,1,0.002864571934333071,0.0010032927844448763,2.0,10.5,1.0,"['X46', 'X97', 'X94', 'X5', 'X47', 'X8', 'X1', 'X65', 'X55', 'X71', 'X34', 'X58', 'X12', 'X0', 'X60']"
48,X49,X67,0,0,0.10065722079016268,0.08798987357569223,1.0,4.0,1.0,"['X18', 'X64', 'X59', 'X53']"
49,X49,X67,0,1,0.0773475080030039,0.07559539618666572,2.0,4.0,1.0,"['X18', 'X64', 'X59', 'X53']"
50,X49,X67,1,0,0.0004931395436869934,3.365400345349082e-05,1.0,4.0,1.0,"['X18', 'X64', 'X59', 'X53']"
51,X49,X67,1,1,0.003145766021043528,0.011083745017590801,2.0,4.0,1.0,"['X18', 'X64', 'X59', 'X53']"
52,X70,X40,0,0,0.6873075358569622,0.37375910403612733,1.0,10.0,1.0,"['X46', 'X69', 'X38', 'X1', 'X47', 'X65', 'X76', 'X88', 'X58', 'X71']"
53,X70,X40,0,1,0.8271042462438345,0.2989857828196953,2.0,8.0,1.0,"['X46', 'X69', 'X38', 'X1', 'X47', 'X65', 'X76', 'X88', 'X58', 'X71']"
54,X70,X40,1,0,0.9906985282897949,0.00039871927244615224,1.0,10.0,1.0,"['X46', 'X69', 'X38', 'X1', 'X47', 'X65', 'X76', 'X88', 'X58', 'X71']"
55,X70,X40,1,1,0.9777854532003403,0.013058369531460643,2.0,8.0,1.0,"['X46', 'X69', 'X38', 'X1', 'X47', 'X65', 'X76', 'X88', 'X58', 'X71']"
56,X62,X88,0,0,0.9014351814985275,0.2918513666429771,1.0,8.0,1.0,"['X20', 'X63', 'X67', 'X38', 'X95', 'X77', 'X44', 'X53']"
57,X62,X88,0,1,0.9008559337817132,0.2926155783425722,2.0,9.5,1.0,"['X67', 'X14', 'X38', 'X53', 'X20', 'X63', 'X95', 'X77', 'X44', 'X98', 'X12']"
58,X62,X88,1,0,0.013637384306639433,0.0005687318484781067,1.0,8.0,1.0,"['X20', 'X63', 'X67', 'X38', 'X95', 'X77', 'X44', 'X53']"
59,X62,X88,1,1,0.31130348849110306,0.44987268783673884,2.0,9.5,1.0,"['X67', 'X14', 'X38', 'X53', 'X20', 'X63', 'X95', 'X77', 'X44', 'X98', 'X12']"
60,X93,X77,0,0,,,0.0,,,[]
61,X93,X77,0,1,0.004841787274926901,0.0,0.1,21.0,1.0,"['X14', 'X17', 'X73', 'X72', 'X39', 'X15', 'X16', 'X24', 'X20', 'X41', 'X31', 'X9', 'X35', 'X98', 'X2', 'X51', 'X91', 'X86', 'X12', 'X92', 'X45']"
62,X93,X77,1,0,,,0.0,,,[]
63,X93,X77,1,1,,,0.0,,,[]
64,X62,X18,0,0,0.7044797383248806,0.4490411947193497,1.0,5.1,1.0,"['X67', 'X61', 'X29', 'X59', 'X53', 'X55']"
65,X62,X18,0,1,0.7537938039749861,0.42319989896057564,2.0,5.05,1.0,"['X67', 'X61', 'X29', 'X59', 'X53', 'X55']"
66,X62,X18,1,0,0.12590446881949902,0.2902736370536278,1.0,5.0,1.0,"['X67', 'X61', 'X59', 'X53', 'X55']"
67,X62,X18,1,1,0.513400458637625,0.4846735914623191,2.0,5.0,1.0,"['X67', 'X61', 'X59', 'X53', 'X55']"
68,X89,X40,0,0,0.02583865262567997,0.0,1.0,2.0,1.0,"['X65', 'X71']"
69,X89,X40,0,1,0.16480639069341124,0.34048677097803715,2.0,2.0,1.0,"['X65', 'X71']"
70,X89,X40,1,0,0.012997066602110863,0.0,1.0,2.0,1.0,"['X65', 'X71']"
71,X89,X40,1,1,0.10953809595666826,0.28824003885855864,2.0,2.0,1.0,"['X65', 'X71']"
72,X42,X71,0,0,0.006370684318244457,0.0006669919537049106,1.0,3.0,1.0,"['X47', 'X0', 'X58']"
73,X42,X71,0,1,0.006205881806090474,0.00155921413795875,2.0,3.5,1.0,"['X47', 'X22', 'X0', 'X58']"
74,X42,X71,1,0,0.14364906251430512,0.04608303857544387,1.0,3.0,1.0,"['X47', 'X0', 'X58']"
75,X42,X71,1,1,0.15305647309869527,0.05270526639757726,2.0,3.45,1.0,"['X47', 'X22', 'X0', 'X58']"
76,X8,X6,0,0,0.8052012920379639,0.0,1.0,1.0,1.0,['X27']
77,X8,X6,0,1,0.7963849246501923,0.036486583287228834,2.0,1.0,1.0,['X27']
78,X8,X6,1,0,0.6279712319374084,0.0,1.0,1.0,1.0,['X27']
79,X8,X6,1,1,0.6558443903923035,0.04462843710169039,2.0,1.0,1.0,['X27']
80,X29,X62,0,0,0.03898269571363926,0.0028317676695577437,1.0,8.0,1.0,"['X20', 'X67', 'X14', 'X77', 'X95', 'X44', 'X98', 'X12']"
81,X29,X62,0,1,0.23893060442060232,0.37976538378876695,2.0,7.75,1.0,"['X20', 'X67', 'X14', 'X77', 'X95', 'X44', 'X98', 'X12']"
82,X29,X62,1,0,0.9991244018077851,5.2689632469484036e-05,1.0,8.0,1.0,"['X20', 'X67', 'X14', 'X77', 'X95', 'X44', 'X98', 'X12']"
83,X29,X62,1,1,0.859187688305974,0.33246717367894996,2.0,8.0,1.0,"['X20', 'X67', 'X14', 'X77', 'X95', 'X44', 'X98', 'X12']"
84,X6,X8,0,0,0.9694888055324554,0.05159642198271925,1.0,3.0,1.0,"['X27', 'X80', 'X85']"
85,X6,X8,0,1,0.9693822741508484,0.0516579197172676,2.0,3.0,1.0,"['X27', 'X80', 'X85']"
86,X6,X8,1,0,0.9865165293216706,0.0002202630650302223,1.0,3.0,1.0,"['X27', 'X80', 'X85']"
87,X6,X8,1,1,0.977785125374794,0.03817947545503894,2.0,3.0,1.0,"['X27', 'X80', 'X85']"
88,X29,X64,0,0,0.9027998343110084,0.2843776136143578,1.0,3.0,1.0,"['X67', 'X95', 'X77']"
89,X29,X64,0,1,0.8108106061816216,0.373441910476021,2.0,3.0,1.0,"['X67', 'X95', 'X77']"
90,X29,X64,1,0,0.03313722088932991,0.000163346529006958,1.0,3.0,1.0,"['X67', 'X95', 'X77']"
91,X29,X64,1,1,0.048166001588106154,0.015030469301736862,2.0,3.0,1.0,"['X67', 'X95', 'X77']"
92,X0,X40,0,0,0.9112238883972168,0.0,1.0,2.0,0.0,"['X5', 'X58']"
93,X0,X40,0,1,0.9119113385677338,0.0006874501705169678,2.0,2.0,0.0,"['X5', 'X58']"
94,X0,X40,1,0,0.9165091574192047,0.00015787482261657714,1.0,2.0,0.0,"['X5', 'X58']"
95,X0,X40,1,1,0.9014942675828934,0.015015304826288866,2.0,2.0,0.0,"['X5', 'X58']"
96,X25,X32,0,0,0.19741761535406113,0.21526570840461584,1.0,7.0,1.0,"['X27', 'X97', 'X55', 'X35', 'X8', 'X40', 'X60']"
97,X25,X32,0,1,0.1650686340406537,0.19615538165349572,2.0,7.0,1.0,"['X27', 'X97', 'X55', 'X35', 'X8', 'X40', 'X60']"
98,X25,X32,1,0,0.43779870867729187,0.04240787743467979,1.0,3.0,1.0,"['X27', 'X8', 'X97']"
99,X25,X32,1,1,0.44410141110420226,0.053173416106058864,2.0,5.0,1.0,"['X27', 'X97', 'X40', 'X35', 'X8', 'X55', 'X60']"
100,X64,X88,0,0,0.006328598875552416,4.1875708451277834e-05,1.0,5.0,1.0,"['X67', 'X61', 'X59', 'X53', 'X55']"
101,X64,X88,0,1,0.12401879406534136,0.20342475149919956,2.0,5.0,1.0,"['X67', 'X61', 'X59', 'X53', 'X55']"
102,X64,X88,1,0,0.8688584983348846,0.0010962499625787989,1.0,5.0,1.0,"['X67', 'X61', 'X59', 'X53', 'X55']"
103,X64,X88,1,1,0.5171872430481017,0.3892498663308775,2.0,5.0,1.0,"['X67', 'X61', 'X59', 'X53', 'X55']"
104,X40,X0,0,0,0.02834821678698063,0.0,1.0,2.0,0.0,"['X5', 'X58']"
105,X40,X0,0,1,0.11518260557204485,0.08683438878506422,2.0,2.0,0.0,"['X5', 'X58']"
106,X40,X0,1,0,0.5113245844841003,0.0,1.0,2.0,0.0,"['X5', 'X58']"
107,X40,X0,1,1,0.46654791198670864,0.10094367842024383,2.0,2.0,0.0,"['X5', 'X58']"
108,X77,X93,0,0,0.0011225979193113743,1.2878467860579744e-05,1.0,6.0,1.0,"['X20', 'X14', 'X95', 'X44', 'X29', 'X98']"
109,X77,X93,0,1,0.0017239522945601492,0.0006023375759290112,2.0,6.0,1.0,"['X20', 'X14', 'X95', 'X44', 'X29', 'X73', 'X98', 'X2', 'X72', 'X45']"
110,X77,X93,1,0,0.8771074324846267,0.19004161212525048,1.0,6.0,1.0,"['X20', 'X14', 'X73', 'X2', 'X72', 'X45']"
111,X77,X93,1,1,0.5331165916519239,0.45267852715375806,2.0,6.0,1.0,"['X20', 'X14', 'X73', 'X2', 'X72', 'X45']"
112,X70,X89,0,0,0.9744616448879242,0.0024910271167755127,1.0,3.0,1.0,"['X65', 'X0', 'X71']"
113,X70,X89,0,1,0.9757707744836808,0.002424657587790293,2.0,3.0,1.0,"['X65', 'X0', 'X71']"
114,X70,X89,1,0,0.2936397194862366,0.15014974517772928,1.0,3.0,1.0,"['X65', 'X0', 'X71']"
115,X70,X89,1,1,0.30979273468255997,0.16265732602958954,2.0,3.0,1.0,"['X65', 'X0', 'X71']"
116,X32,X25,0,0,0.3167275235056877,0.34208072228201053,1.0,7.0,1.0,"['X27', 'X97', 'X40', 'X35', 'X8', 'X55', 'X60']"
117,X32,X25,0,1,0.316765608638525,0.33985809902766057,2.0,7.0,1.0,"['X27', 'X97', 'X40', 'X35', 'X8', 'X55', 'X60']"
118,X32,X25,1,0,0.7901432991027832,0.006080998634267836,1.0,3.0,1.0,"['X27', 'X8', 'X97']"
119,X32,X25,1,1,0.6272274903953076,0.2901562891121057,2.0,5.0,1.0,"['X27', 'X97', 'X55', 'X35', 'X8', 'X40', 'X60']"
120,X67,X49,0,0,0.5802510680630804,0.371071043861342,1.0,3.0,1.0,"['X18', 'X53', 'X64']"
121,X67,X49,0,1,0.6697226805612445,0.3283731267124191,2.0,3.0,1.0,"['X18', 'X53', 'X64']"
122,X67,X49,1,0,0.008899109810590744,0.0008689747503398371,1.0,3.0,1.0,"['X18', 'X53', 'X64']"
123,X67,X49,1,1,0.00843268979806453,0.0008932901475219963,2.0,3.0,1.0,"['X18', 'X53', 'X64']"
124,X17,X44,0,0,0.079745895502856,0.23871008349667563,1.0,29.0,1.0,"['X46', 'X14', 'X30', 'X5', 'X73', 'X23', 'X72', 'X39', 'X16', 'X20', 'X34', 'X77', 'X29', 'X98', 'X45', 'X36', 'X94', 'X24', 'X9', 'X13', 'X95', 'X52', 'X2', 'X51', 'X91', 'X26', 'X86', 'X12', 'X92']"
125,X17,X44,0,1,0.12789850801782449,0.30404356864485355,2.0,17.75,1.0,"['X46', 'X14', 'X30', 'X5', 'X73', 'X23', 'X72', 'X39', 'X16', 'X20', 'X34', 'X77', 'X29', 'X98', 'X45', 'X36', 'X94', 'X24', 'X9', 'X13', 'X95', 'X52', 'X2', 'X51', 'X91', 'X26', 'X86', 'X12', 'X92']"
126,X17,X44,1,0,0.9540614902973175,0.12781828248746846,1.0,18.0,1.0,"['X46', 'X14', 'X30', 'X73', 'X5', 'X23', 'X72', 'X39', 'X16', 'X20', 'X34', 'X77', 'X29', 'X98', 'X45', 'X36', 'X94', 'X24', 'X9', 'X13', 'X95', 'X52', 'X2', 'X51', 'X91', 'X26', 'X86', 'X12', 'X92']"
127,X17,X44,1,1,0.7621493712620577,0.39316407255745894,2.0,13.0,1.0,"['X46', 'X14', 'X30', 'X73', 'X5', 'X23', 'X72', 'X39', 'X16', 'X20', 'X34', 'X77', 'X29', 'X98', 'X45', 'X36', 'X94', 'X24', 'X9', 'X13', 'X95', 'X52', 'X2', 'X51', 'X91', 'X26', 'X86', 'X12', 'X92']"
128,X40,X70,0,0,0.10072058732039295,0.29748566597227666,1.0,16.0,1.0,"['X46', 'X89', 'X97', 'X94', 'X5', 'X47', 'X8', 'X1', 'X65', 'X55', 'X71', 'X34', 'X58', 'X12', 'X0', 'X60']"
129,X40,X70,0,1,0.2493041484238347,0.42888070536231043,2.0,16.0,1.0,"['X46', 'X89', 'X97', 'X94', 'X5', 'X47', 'X8', 'X1', 'X65', 'X55', 'X71', 'X34', 'X58', 'X12', 'X0', 'X60']"
130,X40,X70,1,0,0.4975019190227613,0.49604960764890343,1.0,15.8,1.0,"['X46', 'X89', 'X97', 'X94', 'X5', 'X47', 'X8', 'X1', 'X65', 'X55', 'X71', 'X34', 'X58', 'X12', 'X0', 'X60']"
131,X40,X70,1,1,0.49742690146667884,0.49568753781842395,2.0,15.9,1.0,"['X46', 'X89', 'X97', 'X94', 'X5', 'X47', 'X8', 'X1', 'X65', 'X55', 'X71', 'X34', 'X58', 'X12', 'X0', 'X60']"
132,X18,X62,0,0,0.10182571858167648,0.00134785657843117,1.0,5.0,1.0,"['X67', 'X61', 'X59', 'X53', 'X55']"
133,X18,X62,0,1,0.07009392287582158,0.04363441504610422,2.0,5.0,1.0,"['X67', 'X61', 'X59', 'X53', 'X55']"
134,X18,X62,1,0,0.005782876326702535,0.008952256654997277,1.0,5.0,1.0,"['X67', 'X61', 'X59', 'X53', 'X55']"
135,X18,X62,1,1,0.022789444169029595,0.036029898198391495,2.0,5.0,1.0,"['X67', 'X61', 'X59', 'X53', 'X55']"
136,X35,X6,0,0,0.7528802812099457,0.3342179937811206,1.0,4.0,1.0,"['X27', 'X83', 'X85', 'X80']"
137,X35,X6,0,1,0.7079617967829108,0.37589967622988857,2.0,4.0,1.0,"['X27', 'X83', 'X85', 'X80']"
138,X35,X6,1,0,0.023780136555433273,0.0009969518247234597,1.0,4.0,1.0,"['X27', 'X83', 'X85', 'X80']"
139,X35,X6,1,1,0.07626568023115396,0.1950283543513127,2.0,4.0,1.0,"['X27', 'X83', 'X85', 'X80']"
140,X44,X17,0,0,0.004726237431168556,0.00017885893965077272,1.0,8.0,1.0,"['X20', 'X14', 'X30', 'X77', 'X95', 'X98', 'X2', 'X23']"
141,X44,X17,0,1,0.006186793232336641,0.004435270739448519,2.0,8.0,1.0,"['X20', 'X14', 'X30', 'X77', 'X95', 'X98', 'X2', 'X23']"
142,X44,X17,1,0,0.7942580670118332,0.2003146989351358,1.0,8.0,1.0,"['X20', 'X14', 'X30', 'X77', 'X95', 'X98', 'X2', 'X23']"
143,X44,X17,1,1,0.8209204316139221,0.2004637259895186,2.0,8.0,1.0,"['X20', 'X14', 'X30', 'X77', 'X95', 'X98', 'X2', 'X23']"
144,X88,X29,0,0,0.9667736411094665,0.007898020046449855,1.0,6.0,1.0,"['X63', 'X67', 'X18', 'X95', 'X38', 'X53']"
145,X88,X29,0,1,0.6800874131731689,0.4425523387704993,2.0,6.3,1.0,"['X20', 'X63', 'X67', 'X18', 'X95', 'X38', 'X77', 'X44', 'X53']"
146,X88,X29,1,0,0.0047743569128215315,2.7880348962199863e-05,1.0,8.0,1.0,"['X20', 'X67', 'X14', 'X77', 'X95', 'X44', 'X98', 'X12']"
147,X88,X29,1,1,0.24770124172791838,0.4210800613805364,2.0,7.45,1.0,"['X67', 'X18', 'X14', 'X38', 'X53', 'X20', 'X63', 'X77', 'X95', 'X44', 'X98', 'X12']"
148,X88,X62,0,0,0.9668697893619538,0.000328193263303854,1.0,6.0,1.0,"['X63', 'X67', 'X7', 'X38', 'X85', 'X76']"
149,X88,X62,0,1,0.6309464919846505,0.4598425179149462,2.0,6.0,1.0,"['X63', 'X67', 'X7', 'X38', 'X85', 'X76']"
150,X88,X62,1,0,0.004354004003107548,0.00010552449967697432,1.0,6.0,1.0,"['X63', 'X67', 'X7', 'X38', 'X85', 'X76']"
151,X88,X62,1,1,0.19821775157470256,0.38781114010467543,2.0,6.0,1.0,"['X63', 'X67', 'X7', 'X38', 'X85', 'X76']"
152,X29,X88,0,0,0.998350977897644,0.0,1.0,3.0,1.0,"['X67', 'X95', 'X77']"
153,X29,X88,0,1,0.8606591317802668,0.32760816670717036,2.0,3.0,1.0,"['X67', 'X95', 'X77']"
154,X29,X88,1,0,0.030558541975915433,0.0003789106383919716,1.0,3.0,1.0,"['X67', 'X95', 'X77']"
155,X29,X88,1,1,0.3356474700383842,0.43517716622269526,2.0,3.0,1.0,"['X67', 'X95', 'X77']"
156,X6,X35,0,0,0.9711983621120452,0.04696224467117673,1.0,4.0,1.0,"['X27', 'X83', 'X85', 'X80']"
157,X6,X35,0,1,0.9532907396554947,0.06643291165044823,2.0,4.0,1.0,"['X27', 'X83', 'X85', 'X80']"
158,X6,X35,1,0,0.9714670240879059,0.047617516925307836,1.0,4.0,1.0,"['X27', 'X83', 'X85', 'X80']"
159,X6,X35,1,1,0.9704306811094284,0.049253157120262625,2.0,4.0,1.0,"['X27', 'X83', 'X85', 'X80']"
160,X62,X29,0,0,0.019049279019236566,0.00035357556498292634,1.0,8.0,1.0,"['X20', 'X67', 'X14', 'X77', 'X95', 'X44', 'X98', 'X12']"
161,X62,X29,0,1,0.36281457748264073,0.46519884275873075,2.0,8.0,1.0,"['X20', 'X67', 'X14', 'X77', 'X95', 'X44', 'X98', 'X12']"
162,X62,X29,1,0,0.9007404191419482,0.2923732373358088,1.0,8.0,1.0,"['X20', 'X67', 'X14', 'X77', 'X95', 'X44', 'X98', 'X12']"
163,X62,X29,1,1,0.7560135188512505,0.41889198635111907,2.0,8.0,1.0,"['X20', 'X67', 'X14', 'X77', 'X95', 'X44', 'X98', 'X12']"
164,X37,X76,0,0,0.43926601856946945,0.3510796571721282,1.0,6.0,1.0,"['X88', 'X42', 'X7', 'X38', 'X35', 'X0']"
165,X37,X76,0,1,0.36494238674640656,0.30631840847074904,2.0,6.0,1.0,"['X88', 'X42', 'X7', 'X38', 'X35', 'X0']"
166,X37,X76,1,0,0.38639320284128187,0.29675713208550764,1.0,6.0,1.0,"['X88', 'X42', 'X7', 'X38', 'X35', 'X0']"
167,X37,X76,1,1,0.29873661398887635,0.22743186744749153,2.0,6.0,1.0,"['X88', 'X42', 'X7', 'X38', 'X35', 'X0']"
168,X71,X42,0,0,0.10950794219970703,0.28921414580550714,1.0,4.0,1.0,"['X22', 'X58', 'X47', 'X0']"
169,X71,X42,0,1,0.11602836344391107,0.28525374775374474,2.0,4.0,1.0,"['X22', 'X58', 'X47', 'X0']"
170,X71,X42,1,0,0.6166331958025694,0.44837903129779616,1.0,4.0,1.0,"['X22', 'X58', 'X47', 'X0']"
171,X71,X42,1,1,0.5576493740081787,0.46231413005765226,2.0,4.0,1.0,"['X22', 'X58', 'X47', 'X0']"
172,X88,X64,0,0,0.008311288058757782,0.00037515502216945194,1.0,9.0,1.0,"['X20', 'X63', 'X67', 'X18', 'X38', 'X95', 'X77', 'X44', 'X53']"
173,X88,X64,0,1,0.09511737648863346,0.26489220084852194,2.0,9.0,1.0,"['X20', 'X63', 'X67', 'X18', 'X38', 'X95', 'X77', 'X44', 'X53']"
174,X88,X64,1,0,0.9430216729640961,0.0011093521682196902,1.0,9.0,1.0,"['X20', 'X63', 'X67', 'X18', 'X38', 'X95', 'X77', 'X44', 'X53']"
175,X88,X64,1,1,0.9598620653152465,0.01727556580841041,2.0,9.0,1.0,"['X20', 'X63', 'X67', 'X18', 'X38', 'X95', 'X77', 'X44', 'X53']"
176,X93,X24,0,0,0.5983141079545021,0.425992984564262,1.0,20.2,1.0,"['X14', 'X17', 'X73', 'X72', 'X39', 'X16', 'X20', 'X41', 'X31', 'X77', 'X35', 'X98', 'X45', 'X15', 'X9', 'X2', 'X51', 'X91', 'X86', 'X12', 'X92']"
177,X93,X24,0,1,0.39567835588240996,0.45133650372096423,2.0,20.6,1.0,"['X14', 'X17', 'X73', 'X72', 'X39', 'X16', 'X20', 'X41', 'X31', 'X77', 'X35', 'X98', 'X45', 'X15', 'X9', 'X2', 'X51', 'X91', 'X86', 'X12', 'X92']"
178,X93,X24,1,0,0.0031840952578932047,0.0,0.1,48.0,1.0,"['X46', 'X67', 'X97', 'X14', 'X30', 'X17', 'X73', 'X5', 'X70', 'X23', 'X72', 'X39', 'X16', 'X4', 'X20', 'X41', 'X31', 'X34', 'X77', 'X78', 'X58', 'X35', 'X98', 'X0', 'X45', 'X36', 'X94', 'X33', 'X47', 'X65', 'X15', 'X27', 'X88', 'X9', 'X13', 'X95', 'X10', 'X52', 'X2', 'X51', 'X91', 'X26', 'X86', 'X19', 'X74', 'X12', 'X92', 'X71']"
