,target_var,condition_var,condition_val,intervention,prob,prob_std,prop_valid,n_intermediate,prop_d_separating,all_intermediate_vars
15,X33,X99,1,1,0.6704857372678816,0.43782414408483095,1.0,10.0,1.0,"['X54', 'X3', 'X66', 'X49', 'X56', 'X52', 'X27', 'X34', 'X80', 'X72']"
16,X44,X12,0,0,0.8363388985395431,0.22533384026434253,1.0,4.0,1.0,"['X76', 'X33', 'X53', 'X6']"
17,X44,X12,0,1,0.4670246569439769,0.4131132954969884,1.0,4.0,1.0,"['X76', 'X33', 'X53', 'X6']"
18,X44,X12,1,0,0.012611539801582694,0.007300852109476658,1.0,4.0,1.0,"['X76', 'X33', 'X53', 'X6']"
19,X44,X12,1,1,0.5481157639063895,0.3977303414104814,1.0,4.0,1.0,"['X76', 'X33', 'X53', 'X6']"
20,X57,X4,0,0,0.012245802115648985,0.006269622255863004,1.0,4.0,1.0,"['X80', 'X72', 'X68', 'X32']"
21,X57,X4,0,1,0.09639284946024418,0.1371420945338579,1.0,4.0,1.0,"['X80', 'X72', 'X68', 'X32']"
22,X57,X4,1,0,0.9568017184734344,0.019616585969924927,1.0,4.0,1.0,"['X80', 'X72', 'X68', 'X32']"
23,X57,X4,1,1,0.2269317090511322,0.2831212310558798,1.0,4.0,1.0,"['X80', 'X72', 'X68', 'X32']"
24,X79,X21,0,0,0.00041354799759574234,0.0,1.0,2.0,1.0,"['X88', 'X83']"
25,X79,X21,0,1,0.039005739276763055,0.11132659117321857,1.0,2.0,1.0,"['X88', 'X83']"
26,X79,X21,1,0,0.472554058721289,0.1552176011522214,1.0,2.0,1.0,"['X88', 'X83']"
27,X79,X21,1,1,0.07502244068309664,0.1462887830050902,1.0,2.0,1.0,"['X88', 'X83']"
28,X52,X99,0,0,0.18366820188239216,0.3563565064522466,1.0,7.0,1.0,"['X66', 'X58', 'X49', 'X56', 'X13', 'X64', 'X74']"
29,X52,X99,0,1,0.09313939358107745,0.26183477649865633,1.0,7.0,1.0,"['X66', 'X58', 'X49', 'X56', 'X13', 'X64', 'X74']"
30,X52,X99,1,0,0.9405000388622284,0.01059531499139594,1.0,7.0,1.0,"['X66', 'X58', 'X49', 'X56', 'X13', 'X64', 'X74']"
31,X52,X99,1,1,0.8498644644860178,0.28157493178485055,1.0,7.0,1.0,"['X66', 'X58', 'X49', 'X56', 'X13', 'X64', 'X74']"
32,X6,X22,0,0,0.992169201374054,0.0,1.0,0.0,0.0,[]
33,X6,X22,0,1,0.433609277009964,0.0,1.0,0.0,0.0,[]
34,X6,X22,1,0,0.0018385639414191246,0.0,1.0,0.0,0.0,[]
35,X6,X22,1,1,0.3651265799999237,0.0,1.0,0.0,0.0,[]
36,X65,X16,0,0,0.12088532792404294,0.29315093483754623,1.0,6.0,1.0,"['X3', 'X80', 'X49', 'X56', 'X27', 'X99']"
37,X65,X16,0,1,0.30767312841489913,0.4526144107262041,1.0,6.0,1.0,"['X3', 'X80', 'X49', 'X56', 'X27', 'X99']"
38,X65,X16,1,0,0.9012473579496145,0.2960234418336756,1.0,6.0,1.0,"['X3', 'X80', 'X49', 'X56', 'X27', 'X99']"
39,X65,X16,1,1,0.9029538357630372,0.2906762427428967,1.0,6.0,1.0,"['X3', 'X80', 'X49', 'X56', 'X27', 'X99']"
40,X22,X28,0,0,0.0030474437167868017,0.00039617778547464014,1.0,6.0,1.0,"['X68', 'X0', 'X43', 'X69', 'X14', 'X95']"
41,X22,X28,0,1,0.0067935187835246325,0.0007152321129167549,1.0,6.0,1.0,"['X68', 'X0', 'X43', 'X69', 'X14', 'X95']"
42,X22,X28,1,0,0.9798963367938995,0.0027885685482951826,1.0,7.6,1.0,"['X55', 'X77', 'X48', 'X0', 'X14', 'X43', 'X89', 'X51', 'X82', 'X95', 'X68', 'X69', 'X20', 'X29', 'X11', 'X6']"
43,X22,X28,1,1,0.7033605763688684,0.43915886363818263,1.0,6.0,1.0,"['X68', 'X0', 'X43', 'X69', 'X14', 'X95']"
44,X16,X52,0,0,0.145103707537055,0.2854373793806317,1.0,49.9,0.0,"['X36', 'X54', 'X49', 'X43', 'X41', 'X8', 'X72', 'X62', 'X94', 'X69', 'X11', 'X31', 'X79', 'X3', 'X10', 'X58', 'X15', 'X5', 'X64', 'X34', 'X67', 'X96', 'X19', 'X61', 'X32', 'X65', 'X30', 'X1', 'X6', 'X57', 'X56', 'X27', 'X33', 'X60', 'X68', 'X18', 'X84', 'X74', 'X39', 'X12', 'X28', 'X13', 'X91', 'X53', 'X95', 'X87', 'X80', 'X42', 'X29', 'X14']"
45,X16,X52,0,1,0.39188624108210207,0.40774372664061526,1.0,45.6,0.0,"['X36', 'X54', 'X49', 'X43', 'X41', 'X8', 'X72', 'X62', 'X94', 'X11', 'X69', 'X31', 'X79', 'X3', 'X10', 'X58', 'X15', 'X5', 'X64', 'X34', 'X67', 'X96', 'X19', 'X61', 'X32', 'X65', 'X30', 'X1', 'X6', 'X57', 'X56', 'X27', 'X33', 'X60', 'X68', 'X18', 'X84', 'X74', 'X39', 'X12', 'X28', 'X13', 'X91', 'X53', 'X95', 'X87', 'X80', 'X42', 'X29', 'X14']"
46,X16,X52,1,0,0.45218432750552895,0.3804180427227496,1.0,49.6,0.0,"['X36', 'X54', 'X49', 'X43', 'X41', 'X8', 'X72', 'X62', 'X94', 'X69', 'X11', 'X31', 'X79', 'X3', 'X10', 'X58', 'X15', 'X5', 'X64', 'X34', 'X67', 'X96', 'X19', 'X61', 'X32', 'X65', 'X30', 'X1', 'X6', 'X57', 'X56', 'X27', 'X33', 'X60', 'X68', 'X18', 'X84', 'X74', 'X39', 'X12', 'X28', 'X13', 'X91', 'X53', 'X95', 'X87', 'X80', 'X42', 'X29', 'X14']"
47,X16,X52,1,1,0.24478197619318962,0.2852651871576584,1.0,46.6,0.0,"['X36', 'X54', 'X49', 'X43', 'X41', 'X8', 'X72', 'X62', 'X94', 'X11', 'X69', 'X31', 'X79', 'X3', 'X10', 'X58', 'X15', 'X5', 'X64', 'X34', 'X67', 'X96', 'X19', 'X61', 'X32', 'X65', 'X30', 'X1', 'X6', 'X57', 'X56', 'X27', 'X33', 'X60', 'X68', 'X18', 'X84', 'X74', 'X39', 'X12', 'X28', 'X13', 'X91', 'X53', 'X95', 'X87', 'X80', 'X42', 'X29', 'X14']"
48,X14,X88,0,0,0.9986965715885162,0.0005568042284224497,1.0,6.0,1.0,"['X55', 'X79', 'X9', 'X45', 'X71', 'X95']"
49,X14,X88,0,1,0.9103231057524681,0.2414330498535071,1.0,6.0,1.0,"['X79', 'X22', 'X68', 'X43', 'X71', 'X95']"
50,X14,X88,1,0,0.33192610889673235,0.36257987456936586,1.0,6.0,1.0,"['X55', 'X79', 'X9', 'X45', 'X71', 'X95']"
51,X14,X88,1,1,0.9066070407629013,0.25513938855048096,1.0,6.0,1.0,"['X79', 'X22', 'X68', 'X43', 'X71', 'X95']"
52,X63,X14,0,0,0.4100559622049332,0.19485280541148067,1.0,4.0,0.0,"['X55', 'X45', 'X71', 'X95']"
53,X63,X14,0,1,0.40233339071273805,0.2940554124257203,1.0,4.0,0.0,"['X55', 'X45', 'X71', 'X95']"
54,X63,X14,1,0,0.8613970041275024,0.11258238627069518,1.0,4.0,0.0,"['X55', 'X45', 'X71', 'X95']"
55,X63,X14,1,1,0.9743810176849366,0.037882322500742964,1.0,4.0,0.0,"['X55', 'X45', 'X71', 'X95']"
56,X21,X79,0,0,0.15208418034017085,0.2659195300542616,1.0,4.0,1.0,"['X88', 'X83', 'X67', 'X40']"
57,X21,X79,0,1,0.13534583151340485,0.15026660933883157,1.0,4.0,1.0,"['X88', 'X83', 'X67', 'X40']"
58,X21,X79,1,0,0.9793715238571167,0.0007401268675562178,1.0,4.0,1.0,"['X88', 'X83', 'X67', 'X40']"
59,X21,X79,1,1,0.9918094635009765,5.1178480640975896e-05,1.0,4.0,1.0,"['X88', 'X83', 'X67', 'X40']"
60,X63,X79,0,0,0.9988223433494567,0.0005242450926531381,1.0,3.0,1.0,"['X55', 'X88', 'X83']"
61,X63,X79,0,1,0.6582350969314575,0.41746724892676834,1.0,3.0,1.0,"['X55', 'X88', 'X83']"
62,X63,X79,1,0,0.010786658059805632,0.0004699263902314996,1.0,3.0,1.0,"['X55', 'X88', 'X83']"
63,X63,X79,1,1,0.014548786915838718,0.0003331182524561882,1.0,3.0,1.0,"['X55', 'X88', 'X83']"
64,X37,X43,0,0,0.9977438390254975,3.425451969401017e-05,1.0,6.0,1.0,"['X55', 'X77', 'X42', 'X62', 'X11', 'X41']"
65,X37,X43,0,1,0.9388296216726303,0.1754545311185978,1.0,6.0,1.0,"['X55', 'X77', 'X42', 'X62', 'X11', 'X41']"
66,X37,X43,1,0,0.04919507317245007,0.0017750774619311278,1.0,6.0,1.0,"['X55', 'X77', 'X42', 'X62', 'X11', 'X41']"
67,X37,X43,1,1,0.06415869146585465,0.0014837788382829693,1.0,6.0,1.0,"['X55', 'X77', 'X42', 'X62', 'X11', 'X41']"
68,X16,X65,0,0,0.01950475573539734,0.0,1.0,2.0,1.0,"['X27', 'X99']"
69,X16,X65,0,1,0.32268630862236025,0.44053559242912416,1.0,2.0,1.0,"['X27', 'X99']"
70,X16,X65,1,0,0.9023676890879869,0.28644568361341954,1.0,2.0,1.0,"['X27', 'X99']"
71,X16,X65,1,1,0.32618156000971793,0.43825824135381064,1.0,2.0,1.0,"['X27', 'X99']"
72,X37,X92,0,0,0.7286680698394775,0.4108722158509617,1.0,6.0,1.0,"['X55', 'X77', 'X42', 'X62', 'X11', 'X41']"
73,X37,X92,0,1,0.7234589703381061,0.41912115503342356,1.0,6.0,1.0,"['X55', 'X77', 'X42', 'X62', 'X11', 'X41']"
74,X37,X92,1,0,0.25092194974422455,0.3737880232920718,1.0,6.0,1.0,"['X55', 'X77', 'X42', 'X62', 'X11', 'X41']"
75,X37,X92,1,1,0.6273919239640235,0.4537553614712301,1.0,6.0,1.0,"['X55', 'X77', 'X42', 'X62', 'X11', 'X41']"
76,X95,X37,0,0,0.8499575316905975,0.014847623669216799,1.0,5.0,1.0,"['X55', 'X77', 'X93', 'X11', 'X8']"
77,X95,X37,0,1,0.36782862469553945,0.29385258887094207,1.0,5.0,1.0,"['X55', 'X77', 'X93', 'X11', 'X8']"
78,X95,X37,1,0,0.046965192258358004,0.0032343239480304236,1.0,5.0,1.0,"['X55', 'X77', 'X93', 'X11', 'X8']"
79,X95,X37,1,1,0.4693435102701187,0.2907433105561564,1.0,5.0,1.0,"['X55', 'X77', 'X93', 'X11', 'X8']"
80,X16,X66,0,0,0.8036513593047857,0.3908091254532337,1.0,2.0,0.0,"['X27', 'X99']"
81,X16,X66,0,1,0.5088756635785103,0.46698713029072425,1.0,2.0,0.0,"['X27', 'X99']"
82,X16,X66,1,0,0.016904805228114127,0.004112970571867245,1.0,2.0,0.0,"['X27', 'X99']"
83,X16,X66,1,1,0.14658623635768891,0.2799078389714275,1.0,2.0,0.0,"['X27', 'X99']"
84,X14,X63,0,0,0.7819183945655823,0.0074163234692997595,1.0,4.0,0.0,"['X55', 'X45', 'X71', 'X95']"
85,X14,X63,0,1,0.9335584223270417,0.04859302889058729,1.0,4.0,0.0,"['X55', 'X45', 'X71', 'X95']"
86,X14,X63,1,0,0.9951607942581177,0.005953606392542895,1.0,4.0,0.0,"['X55', 'X45', 'X71', 'X95']"
87,X14,X63,1,1,0.9544722974300385,0.039862988369548935,1.0,4.0,0.0,"['X55', 'X45', 'X71', 'X95']"
88,X65,X99,0,0,0.20929283020086586,0.39511317981077904,1.0,2.0,1.0,"['X27', 'X66']"
89,X65,X99,0,1,0.21963761760853232,0.39016524824590576,1.0,2.0,1.0,"['X27', 'X66']"
90,X65,X99,1,0,0.9998788833618164,0.0,1.0,2.0,1.0,"['X27', 'X66']"
91,X65,X99,1,1,0.999870777130127,0.0,1.0,2.0,1.0,"['X27', 'X66']"
92,X99,X33,0,0,0.6104877099045553,0.4507950567994526,1.0,8.0,1.0,"['X54', 'X80', 'X66', 'X3', 'X72', 'X49', 'X27', 'X34']"
93,X99,X33,0,1,0.4751906579476781,0.4739115092035925,1.0,8.0,1.0,"['X54', 'X80', 'X66', 'X3', 'X72', 'X49', 'X27', 'X34']"
94,X99,X33,1,0,0.18057363820262254,0.3593467800278736,1.0,8.0,1.0,"['X54', 'X80', 'X66', 'X3', 'X72', 'X49', 'X27', 'X34']"
95,X99,X33,1,1,0.4672398981812876,0.4671624235971875,1.0,8.0,1.0,"['X54', 'X80', 'X66', 'X3', 'X72', 'X49', 'X27', 'X34']"
96,X92,X43,0,0,0.3934243142604828,0.012960615209021207,1.0,6.0,1.0,"['X55', 'X77', 'X42', 'X62', 'X11', 'X41']"
97,X92,X43,0,1,0.4130104064941406,0.06289419599504567,1.0,6.0,1.0,"['X55', 'X77', 'X42', 'X62', 'X11', 'X41']"
98,X92,X43,1,0,0.8868855059146881,0.0069419503595422195,1.0,6.0,1.0,"['X55', 'X77', 'X42', 'X62', 'X11', 'X41']"
99,X92,X43,1,1,0.881184196472168,0.003744401848661648,1.0,6.0,1.0,"['X55', 'X77', 'X42', 'X62', 'X11', 'X41']"
100,X79,X63,0,0,0.8089395821094513,0.006092258874953005,1.0,3.0,1.0,"['X55', 'X88', 'X83']"
101,X79,X63,0,1,0.027436235221102834,0.060151204142314646,1.0,3.0,1.0,"['X55', 'X88', 'X83']"
102,X79,X63,1,0,0.0034638604352949186,0.00918257131581324,1.0,3.0,1.0,"['X55', 'X88', 'X83']"
103,X79,X63,1,1,0.0075231853406876326,0.010524445174070802,1.0,3.0,1.0,"['X55', 'X88', 'X83']"
104,X20,X53,0,0,0.5465447373688221,0.15968339540160567,1.0,4.0,0.0,"['X12', 'X17', 'X67', 'X85']"
105,X20,X53,0,1,0.6144247174263,0.009429547643867567,1.0,4.0,0.0,"['X12', 'X17', 'X67', 'X85']"
106,X20,X53,1,0,0.14869434237480164,0.0010735600799028505,1.0,4.0,0.0,"['X12', 'X17', 'X67', 'X85']"
107,X20,X53,1,1,0.13632644414901735,0.0002799689769744873,1.0,4.0,0.0,"['X12', 'X17', 'X67', 'X85']"
108,X66,X65,0,0,0.8913757449015975,0.2896324922319053,1.0,6.0,1.0,"['X80', 'X3', 'X49', 'X56', 'X52', 'X27']"
109,X66,X65,0,1,0.6191463649272919,0.1832656399232456,1.0,2.0,1.0,"['X80', 'X3', 'X49', 'X56', 'X52', 'X27']"
110,X66,X65,1,0,0.23852229118347168,0.0,1.0,1.0,1.0,['X27']
111,X66,X65,1,1,0.7885093536227942,0.3896162956895989,1.0,6.0,1.0,"['X80', 'X3', 'X49', 'X56', 'X52', 'X27']"
112,X61,X4,0,0,0.02153225161600858,0.012299840452407847,1.0,2.0,1.0,"['X32', 'X72']"
113,X61,X4,0,1,0.026226871833205222,0.03548980664372197,1.0,2.0,1.0,"['X32', 'X72']"
114,X61,X4,1,0,0.451241921633482,0.3695035465061664,1.0,2.0,1.0,"['X32', 'X72']"
115,X61,X4,1,1,0.4327785909175873,0.30103947392368485,1.0,2.0,1.0,"['X32', 'X72']"
116,X92,X37,0,0,0.9058991849422455,0.016384744353660847,1.0,6.0,1.0,"['X55', 'X77', 'X42', 'X62', 'X11', 'X41']"
117,X92,X37,0,1,0.5524349927902221,0.1774431782394899,1.0,6.0,1.0,"['X55', 'X77', 'X42', 'X62', 'X11', 'X41']"
118,X92,X37,1,0,0.3910473883152008,0.0060755749224073305,1.0,6.0,1.0,"['X55', 'X77', 'X42', 'X62', 'X11', 'X41']"
119,X92,X37,1,1,0.4688502222299576,0.12952761486928646,1.0,6.0,1.0,"['X55', 'X77', 'X42', 'X62', 'X11', 'X41']"
120,X4,X57,0,0,0.0737641561543569,0.21768970924895253,1.0,3.0,1.0,"['X80', 'X72', 'X68']"
121,X4,X57,0,1,0.09233206766657531,0.25795529200695455,1.0,3.0,1.0,"['X80', 'X72', 'X68']"
122,X4,X57,1,0,0.8028571092523634,0.26256941558073343,1.0,3.0,1.0,"['X80', 'X72', 'X68']"
123,X4,X57,1,1,0.24404694540426136,0.35985578881092906,1.0,3.0,1.0,"['X80', 'X72', 'X68']"
124,X33,X16,0,0,0.9751584827899933,0.003626793622970581,1.0,3.0,1.0,"['X3', 'X34', 'X49']"
125,X33,X16,0,1,0.97482248544693,0.004337805500619557,1.0,3.0,1.0,"['X3', 'X34', 'X49']"
126,X33,X16,1,0,0.47909863805398345,0.4751194617729502,1.0,3.0,1.0,"['X3', 'X34', 'X49']"
127,X33,X16,1,1,0.8730030431877822,0.2886505547140582,1.0,3.0,1.0,"['X3', 'X34', 'X49']"
128,X52,X16,0,0,0.1407969869673252,0.036226480723036025,1.0,5.0,0.0,"['X80', 'X3', 'X49', 'X56', 'X27']"
129,X52,X16,0,1,0.07016208171844482,0.003153117873310885,1.0,5.0,0.0,"['X80', 'X3', 'X49', 'X56', 'X27']"
130,X52,X16,1,0,0.8175706446170807,0.04363627206781766,1.0,5.0,0.0,"['X80', 'X3', 'X49', 'X56', 'X27']"
131,X52,X16,1,1,0.9027081072330475,0.009493440605233562,1.0,5.0,0.0,"['X80', 'X3', 'X49', 'X56', 'X27']"
132,X70,X36,0,0,0.29906919319182634,0.45177576821458154,1.0,5.0,1.0,"['X58', 'X62', 'X15', 'X5', 'X74']"
133,X70,X36,0,1,0.5472825902979821,0.4385223176705156,1.0,4.7,1.0,"['X58', 'X62', 'X15', 'X5', 'X74']"
134,X70,X36,1,0,0.9993827939033508,3.098803005103482e-05,1.0,5.0,1.0,"['X58', 'X62', 'X15', 'X5', 'X74']"
135,X70,X36,1,1,0.9986899793148041,0.0014249363704334304,1.0,5.0,1.0,"['X58', 'X62', 'X15', 'X5', 'X74']"
136,X99,X52,0,0,0.001201766257872805,0.0010944979148923067,1.0,6.0,1.0,"['X3', 'X80', 'X66', 'X49', 'X56', 'X27']"
137,X99,X52,0,1,0.20731759981717915,0.31387150140686476,1.0,7.0,1.0,"['X66', 'X58', 'X49', 'X56', 'X13', 'X64', 'X74']"
138,X99,X52,1,0,0.8837814036756754,0.27762725715975856,1.0,6.0,1.0,"['X3', 'X80', 'X66', 'X49', 'X56', 'X27']"
139,X99,X52,1,1,0.41238115708110856,0.33520810370531207,1.0,7.0,1.0,"['X66', 'X58', 'X49', 'X56', 'X13', 'X64', 'X74']"
140,X36,X70,0,0,0.0045804237248376015,0.00670272420937401,1.0,3.2,0.4,"['X54', 'X15', 'X58', 'X64']"
141,X36,X70,0,1,0.7799962185323238,0.22726159617304798,1.0,1.0,1.0,['X58']
142,X36,X70,1,0,0.9544274806976318,0.0,1.0,2.0,1.0,"['X58', 'X15']"
143,X36,X70,1,1,0.8514115214347839,0.0,1.0,1.0,1.0,['X58']
144,X74,X70,0,0,0.05233712270855904,0.01473213400760358,1.0,3.0,1.0,"['X58', 'X13', 'X64']"
145,X74,X70,0,1,0.10932039022445679,0.08314338117091173,1.0,3.0,1.0,"['X58', 'X13', 'X64']"
146,X74,X70,1,0,0.6765765376389027,0.3052949684570611,1.0,3.0,1.0,"['X58', 'X13', 'X64']"
147,X74,X70,1,1,0.535182997584343,0.3702879453119597,1.0,3.0,1.0,"['X58', 'X13', 'X64']"
148,X70,X74,0,0,0.7020883801858873,0.4521864785299266,1.0,2.7,1.0,"['X15', 'X58', 'X13', 'X64']"
149,X70,X74,0,1,0.9988511621952056,9.030529777778736e-05,1.0,3.0,1.0,"['X58', 'X13', 'X64']"
150,X70,X74,1,0,0.9989252686500549,0.0,1.0,2.0,1.0,"['X58', 'X15']"
151,X70,X74,1,1,0.7989425575360656,0.3947948020187909,1.0,2.0,1.0,"['X58', 'X15']"
152,X4,X61,0,0,0.33720778303686527,0.4120894314152379,1.0,4.0,1.0,"['X80', 'X72', 'X68', 'X32']"
153,X4,X61,0,1,0.3622835303656757,0.4414505964963396,1.0,4.0,1.0,"['X80', 'X72', 'X68', 'X32']"
154,X4,X61,1,0,0.89309789435938,0.2944201321341097,1.0,4.0,1.0,"['X80', 'X72', 'X68', 'X32']"
155,X4,X61,1,1,0.2650943943997845,0.40042652348102953,1.0,4.0,1.0,"['X80', 'X72', 'X68', 'X32']"
156,X53,X20,0,0,0.3965309658437036,0.4853571856781362,1.0,4.0,0.0,"['X12', 'X17', 'X67', 'X85']"
157,X53,X20,0,1,0.29728469143447,0.4525223810378085,1.0,4.0,0.0,"['X12', 'X17', 'X67', 'X85']"
158,X53,X20,1,0,0.001046450514695607,0.000910845257138699,1.0,4.0,0.0,"['X12', 'X17', 'X67', 'X85']"
159,X53,X20,1,1,0.09955468393163755,0.2965917825906106,1.0,4.0,0.0,"['X12', 'X17', 'X67', 'X85']"
160,X22,X6,0,0,0.0018460447201505304,0.00028347437725931263,1.0,14.0,0.0,"['X55', 'X77', 'X48', 'X0', 'X43', 'X28', 'X89', 'X51', 'X82', 'X95', 'X69', 'X20', 'X29', 'X11']"
161,X22,X6,0,1,0.3052062765695155,0.45187938469715166,1.0,14.0,0.0,"['X55', 'X77', 'X48', 'X0', 'X43', 'X28', 'X89', 'X51', 'X82', 'X95', 'X69', 'X20', 'X29', 'X11']"
162,X22,X6,1,0,0.987690931558609,0.006623659280139962,1.0,14.0,0.0,"['X55', 'X77', 'X48', 'X0', 'X43', 'X28', 'X89', 'X51', 'X82', 'X95', 'X69', 'X20', 'X29', 'X11']"
163,X22,X6,1,1,0.6220689642243087,0.454886723041214,1.0,14.0,0.0,"['X55', 'X77', 'X48', 'X0', 'X43', 'X28', 'X89', 'X51', 'X82', 'X95', 'X69', 'X20', 'X29', 'X11']"
164,X16,X33,0,0,0.9427096962928772,0.1377281730631043,1.0,3.0,1.0,"['X3', 'X34', 'X49']"
165,X16,X33,0,1,0.441376768052578,0.2778471466253112,1.0,3.0,1.0,"['X3', 'X34', 'X49']"
166,X16,X33,1,0,0.16405852437019347,0.018639782728100494,1.0,3.0,1.0,"['X3', 'X34', 'X49']"
167,X16,X33,1,1,0.3103301525115967,0.18387383883789998,1.0,3.0,1.0,"['X3', 'X34', 'X49']"
168,X66,X16,0,0,0.9041846632957459,0.01705949306488037,1.0,2.0,0.0,"['X27', 'X99']"
169,X66,X16,0,1,0.925785094499588,0.01602920889854431,1.0,2.0,0.0,"['X27', 'X99']"
170,X66,X16,1,0,0.011290383525192738,0.0,1.0,2.0,0.0,"['X27', 'X99']"
171,X66,X16,1,1,0.174565289914608,0.33102507766375455,1.0,2.0,0.0,"['X27', 'X99']"
172,X65,X66,0,0,0.902286197245121,0.2918934658169746,1.0,1.0,1.0,['X27']
173,X65,X66,0,1,0.6084778577089309,0.4790078934537674,1.0,1.0,1.0,['X27']
174,X65,X66,1,0,0.3089877899736166,0.45121317409646866,1.0,1.0,1.0,['X27']
175,X65,X66,1,1,0.7055722353979945,0.4483900495344435,1.0,1.0,1.0,['X27']
176,X12,X44,0,0,0.5065550366649404,0.4933439527924406,1.0,10.0,1.0,"['X3', 'X56', 'X28', 'X33', 'X53', 'X68', 'X76', 'X94', 'X17', 'X6']"
177,X12,X44,0,1,0.405344011815032,0.4853602134811316,1.0,10.0,1.0,"['X3', 'X56', 'X28', 'X33', 'X53', 'X68', 'X76', 'X94', 'X17', 'X6']"
178,X12,X44,1,0,0.0063578490284271535,0.012055892543531075,1.0,10.0,1.0,"['X3', 'X56', 'X28', 'X33', 'X53', 'X68', 'X76', 'X94', 'X17', 'X6']"
179,X12,X44,1,1,0.21252294735168106,0.39405014816973594,1.0,10.0,1.0,"['X3', 'X56', 'X28', 'X33', 'X53', 'X68', 'X76', 'X94', 'X17', 'X6']"
180,X43,X92,0,0,0.3995862329553347,0.48918210430727005,1.0,6.0,1.0,"['X55', 'X77', 'X93', 'X11', 'X8', 'X95']"
181,X43,X92,0,1,0.2991566197742941,0.45646634563617516,1.0,6.0,1.0,"['X55', 'X77', 'X93', 'X11', 'X8', 'X95']"
182,X43,X92,1,0,0.5983740889671025,0.48829274027851916,1.0,6.0,1.0,"['X55', 'X77', 'X93', 'X11', 'X8', 'X95']"
183,X43,X92,1,1,0.6963786363368853,0.45384115708709877,1.0,6.0,1.0,"['X55', 'X77', 'X93', 'X11', 'X8', 'X95']"
184,X55,X21,0,0,0.7066635228693485,0.22165522428098236,1.0,3.0,1.0,"['X63', 'X88', 'X83']"
185,X55,X21,0,1,0.7515742063522339,0.0014862656593322753,1.0,3.0,1.0,"['X63', 'X88', 'X83']"
186,X55,X21,1,0,0.025141923036426306,0.05320256508405571,1.0,3.0,1.0,"['X63', 'X88', 'X83']"
187,X55,X21,1,1,0.6570510674268008,0.32685768476677746,1.0,3.0,1.0,"['X63', 'X88', 'X83']"
188,X37,X95,0,0,0.8156983036547899,0.36600399146163026,1.0,9.0,1.0,"['X55', 'X22', 'X77', 'X92', 'X68', 'X93', 'X11', 'X8', 'X14']"
189,X37,X95,0,1,0.9035647351294755,0.28614608557098714,1.0,9.0,1.0,"['X55', 'X22', 'X77', 'X92', 'X68', 'X93', 'X11', 'X8', 'X14']"
190,X37,X95,1,0,0.5272822167724371,0.4623095594927464,1.0,9.0,1.0,"['X55', 'X22', 'X77', 'X92', 'X68', 'X93', 'X11', 'X8', 'X14']"
191,X37,X95,1,1,0.536163567379117,0.4631532871570958,1.0,9.0,1.0,"['X55', 'X22', 'X77', 'X92', 'X68', 'X93', 'X11', 'X8', 'X14']"
192,X21,X55,0,0,0.45065211579203607,0.4453575314559009,1.0,11.0,1.0,"['X3', 'X12', 'X34', 'X67', 'X40', 'X63', 'X87', 'X88', 'X83', 'X17', 'X85']"
